ulke_adi,il_adi,il_kodu,ilce_adi,ilce_kodu,okul_adi,okul_website,tip
Türkiye,Konya,42,Çeltik,28,Fatih İlkokulu,http://celtikfatihilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çeltik,28,Honamlı Ortaokulu,http://honamliortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çeltik,28,Gökpınar Lisesi,http://280339.meb.k12.tr,Lise
Türkiye,Konya,42,Çeltik,28,Halk Eğitim Merkezi,http://celtikhem.meb.k12.tr,Halk Eğitim Merkezi
Türkiye,Konya,42,Çeltik,28,İsakuşağı İlkokulu,http://isakusagiilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çeltik,28,Kaşören İlkokulu,http://kasorenio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çeltik,28,Küçükhasan İlkokulu,http://celtikkucukhasanilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çeltik,28,Merkez İlkokulu,http://celtikmerkezio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çeltik,28,Üçşehitler İlkokulu,http://ucsehitlerilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çeltik,28,Merkez İmam Hatip Ortaokulu,http://celtikmerkezimamhatip.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çeltik,28,Üçşehitler Ortaokulu,http://ucsehitlerortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çeltik,28,Torunlar İlkokulu,http://torunlarilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çeltik,28,Torunlar Ortaokulu,http://torunlarortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çeltik,28,Gökpınar Çok Programlı Anadolu Lisesi,http://gokpinarcpl.meb.k12.tr,Lise
Türkiye,Konya,42,Çeltik,28,Küçükhasan Ortaokulu,http://celtikkucukhasanortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çeltik,28,100. Yıl Ortaokulu,http://celtik100yilortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çeltik,28,Honamlı İlkokulu,http://honamliilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çeltik,28,Çeltik İsakuşağı Ortaokulu,http://isakusagiortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çeltik,28,Merkez Ortaokulu,http://celtikmerkezoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çeltik,28,Fatih Ortaokulu,http://celtikfatihortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çeltik,28,Çeltik Anadolu İmam Hatip Lisesi,http://celtikihl.meb.k12.tr,Meslek Lisesi
Türkiye,Konya,42,Çeltik,28,Adakasım İlkokulu,http://adakasimilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çeltik,28,Kaşören İlkokulu,http://728728.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Gökhüyük İlkokulu,http://gokhuyukilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Çumra Sürgüc Dede Mehmet Barut İlkokulu ,http://surgucio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Balçıkhisar İlkokulu ,http://cumrabalcikhisario.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Yenisu Ortaokulu,http://yenisuoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Alibeyhüyüğü İmam Hatip Ortaokulu,http://alibeyhuyuguiho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Dinek Azmi-abidin Erçal İlkokulu ,http://dinekio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Uzunkuyu Feriz İlkokulu,http://uzunkuyuferiz.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Türkmenkarahüyük İlkokulu,http://turkmenkarahuyukio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Türkmenkarahüyük Ortaokulu,http://turkmenkarahuyukoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Alibeyhüyüğü İmam Hatip Lisesi,http://alibeyhuyuguihl.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Abdullah Tenekeci Ortaokulu,http://abdullahtenekeci.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Arıkören Köyü İlkokulu ,http://arikoren.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Çumra Cumhuriyet Anadolu Lisesi,http://cumracumhuriyetanadolulisesi.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Çumra 125. Yıl Anaokulu,http://125yilanaokulu.meb.k12.tr,Anaokulu
Türkiye,Konya,42,Çumra,9,Çumra Anadolu Lisesi,http://cumraanadolulisesi.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Çumra Mesleki Ve Teknik Anadolu Lisesi,http://cumrateknikeml.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Çumra Anadolu İmam Hatip Lisesi,http://cumraandoluihl.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Çumra Mevlana Mesleki Ve Teknik Anadolu Lisesi,http://cumrasml.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Çumra Sedat Çumralı Mesleki Ve Teknik Anadolu Lisesi,http://sedatcumraliktml.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Çumra Çatalhöyük Mesleki Ve Teknik Anadolu Lisesi,http://cumratml.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Çumra Atatürk Mesleki Ve Teknik Anadolu Lisesi,http://cumraatml.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Dineksaray İlkokulu ,http://dineksarayio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Halk Eğitim Merkezi Ve Akşam Sanat Okulu,http://cumrahalkegitim.meb.k12.tr,Sanat Okulu
Türkiye,Konya,42,Çumra,9,Hürriyet İlkokulu ,http://cumrahurriyet.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Icericumra Mithat Pasa İlkokulu ,http://icumramithatpasaio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,İcericumra 75.yıl Ortaokulu,http://icericumra75.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,İcericumra Zafer Ortaokulu,http://icumrazafer.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,İcericumra Gökkaya İlkokulu ,http://icericumragokkaya.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,İçeriçumra Anadolu İmam Hatip Lisesi,http://icericumraaihl.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,İçeriçumra Çok Programlı Lisesi,http://icericumracpl.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,İhsan Cetinkaya Ortaokulu,http://ihsancetinkayaortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Kuzucu İlkokulu ,http://kuzucu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Merkez Atatürk İlkokulu,http://cumramerkezataturk.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Mesleki Eğitim Merkezi,http://cumramem.meb.k12.tr,Meslek Lisesi
Türkiye,Konya,42,Çumra,9,Mustafa Akdemir Çok Programlı Anadolu Lisesi,http://makdemircpl.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Nuri Tömtöm İlkokulu ,http://nuritomtom.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Okçu Şehit Mehmet Kefeli İlkokulu,http://okcusehitmehmetkefeliilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Özkan Atik İmam Hatip Ortaokulu,http://ozkanatikiho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Sıhhiye Abdullah Akbaş İlkokulu,http://abdullahakbas.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Dedemoğlu İlkokulu ,http://dedemogluio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Ürünlü İlkokulu ,http://cumraurunlu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Apasaraycık Şehit Piyade Onbaşı Hasan Şahin İlkokulu,http://apasaraycikio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Sıhhiye Abdullah Akbaş Ortaokulu,http://aakbasoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,İçeriçumra İmam Hatip Ortaokulu,http://icumraiho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Alibeyhüyüğü Cumhuriyet Ortaokulu,http://abhcumhuriyetoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Doğanlı İlkokulu ,http://doganliio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Alibeyhüyüğü Cumhuriyet İlkokulu,http://cumhuriyetabh.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Alibeyhüyüğü Atatürk İlkokulu ,http://abhataturk.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Abditolu İlkokulu ,http://abditoluilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Küçükköy Çatalhüyük Ortaokulu,http://kucukkoyortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Küçükköy Çatalhüyük İlkokulu,http://kucukkoyilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Merkez Atatürk Ortaokulu,http://cmao.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Mustafa Onbası Ortaokulu,http://mustafaonbasi.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Cicek Ortaokulu,http://cumracicekoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Yenimescit İlkokulu ,http://yenimescit.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Üçhüyük Ortaokulu,http://uchuyukorta.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Apa İlkokulu,http://apailkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Apa Ortaokulu,http://apaortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,60.yıl Mehmet Yaymacı İlkokulu,http://60yilmyaymaci.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Alemdar Ortaokulu,http://alemdarortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Alemdar İlkokulu,http://alemdarilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Güvercinlik İlkokulu,http://cumraguvercinlikio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Numan Danış İmam Hatip Ortaokulu,http://numandanisiho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Sabancı Öğretmen Evi Ve Akşam Sanat Okulu,http://cumrasabanciogretmeneviveaso.meb.k12.tr,Sanat Okulu
Türkiye,Konya,42,Çumra,9,Çumra Alibeyhüyüğü Yakup Arıkan Anaokulu,http://abhyakuparikananaokulu.meb.k12.tr,Anaokulu
Türkiye,Konya,42,Çumra,9,Şehit Koçak İlkokulu,http://sehitkocakilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,İcericumra Ziya Gökalp İlkokulu ,http://icericumraziyagokalpilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Cicek Şadiye Mevlüt Çelik İlkokulu ,http://cumracicekio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Abditolu Ortaokulu,http://abditoluortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Büyükaşlama Ortaokulu,http://buyukaslama.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Çumra Kız Anadolu İmam Hatip Lisesi,http://cumrakizanadoluihl.meb.k12.tr,Lise
Türkiye,Konya,42,Çumra,9,Yenisu İlkokulu,http://yenisuio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Taşağıl Ortaokulu,http://tasagilortaokulucumra.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Taşağıl İlkokulu,http://tasagililkokulucumra.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Tahtalı İlkokulu ,http://tahtaliio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Karkın Cumhuriyet İlkokulu,http://karkincumhuriyetio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Karkın İmam Hatip Ortaokulu,http://cumrakarkiniho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Avdul İlkokulu ,http://avdulio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Güvercinlik Ortaokulu,http://cumraguvercinlikortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Karkın Atatürk İlkokulu,http://karkinataturkio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Karkın Atatürk Ortaokulu,http://karkinataturk.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Türkmencamili İlkokulu,http://turkmencamili.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Türkmencamili Ortaokulu,http://turkmencamiliortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Okçu Şehit Mehmet Kefeli Ortaokulu,http://okcusehitmehmetkefeliortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Saliha Onbaşı Ortaokulu,http://salihaonbasi.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Büyükaşlama İlkokulu,http://buyukaslamai.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Üçhüyük İlkokulu,http://uchuyukio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Çumra İçeriçumra Zübeyde Hanım Anaokulu,http://icericumrazubeydehanimanaokulu.meb.k12.tr,Anaokulu
Türkiye,Konya,42,Çumra,9,Adakale İlkokulu ,http://adakaleilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Uzunkuyu İlkokulu,http://uzunkuyuilk.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Uzunkuyu Ortaokulu,http://uzunkuyuorta.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Saliha Onbaşı İlkokulu,http://salihaonbasiio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Fethiye İlkokulu ,http://cumrafethiye.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Abdullah Tenekeci İlkokulu,http://atenekeci.meb.k12.tr,İlkokul
Türkiye,Konya,42,Çumra,9,Gökhüyük Ortaokulu,http://gokhuyukortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Arıkören Ortaokulu,http://arikorenoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Çumra,9,Çumra İmam Hatip Ortaokulu,http://cumraiho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derbent,29,Çiftliközü İlkokulu,http://ciftlikozuilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derbent,29,Çiftliközü Ortaokulu,http://ciftlikozuortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derbent,29,Değiş İlkokulu,http://degisilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derbent,29,Derbent Çok Programlı Anadolu Lisesi,http://derbentcpl.meb.k12.tr,Lise
Türkiye,Konya,42,Derbent,29,Halk Eğitim Merkezi,http://derbenthem.meb.k12.tr,Halk Eğitim Merkezi
Türkiye,Konya,42,Derbent,29,Mülayim İlkokulu,http://mulayimilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derbent,29,Saraypınar İlkokulu,http://saraypinarilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derbent,29,Süleyman Yaylası İlkokulu,http://suleymanyaylasiilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derbent,29,Yassıören Köyü Vali Kemal Katıtaş İlkokulu,http://yassiorenilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derbent,29,Derbent Ortaokulu,http://derbentoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derbent,29,Derbent İmam Hatip Ortaokulu,http://derbentihoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derbent,29,Derbent İlkokulu,http://konyaderbentilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derebucak,10,Yukarıkayalar Ortaokulu,http://yukarikayalarortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derebucak,10,Durak Ömer Akkanat İlkokulu,http://omerakkanatilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derebucak,10,Halk Eğitim Merkezi,http://derebucakhem.meb.k12.tr,Halk Eğitim Merkezi
Türkiye,Konya,42,Derebucak,10,Durak Ömer  Akkanat Ortaokulu,http://omerakkanatoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derebucak,10,Pınarbaşı Barbaros Ortaokulu,http://pinarbasibarbarosortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derebucak,10,Pınarbaşı Barbaros İlkokulu,http://pinarbasibarbarosilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derebucak,10,Çamlık İlkokulu,http://camlikilkokulu42.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derebucak,10,Çok Programlı Anadolu Lisesi,http://derebucakcpal.meb.k12.tr,Lise
Türkiye,Konya,42,Derebucak,10,Şehit Hüseyin Albaşgil İlkokulu,http://sehithuseyinalbasgililkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derebucak,10,Şehit Hüseyin Albaşgil Ortaokulu,http://sehithuseyinalbasgilortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derebucak,10,Yukarıkayalar İlkokulu,http://yukarikayalarilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derebucak,10,Gencek Şehit Orhan Parlakkaya İlkokulu,http://gencekilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Derebucak,10,Gencek Şehit Orhan Parlakkaya Ortaokulu,http://gencekortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derebucak,10,Çamlık Ortaokulu,http://camlikortaokulu42.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Derebucak,10,15 Temmuz Şehitleri İmam Hatip Ortaokulu,http://derebucak15temmuzsehitleriiho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Doğanhisar,11,Cumhuriyet İlkokulu,http://cumhuriyetilkokulu42.meb.k12.tr,İlkokul
Türkiye,Konya,42,Doğanhisar,11,Deştiğin İlkokulu,http://destiginilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Doğanhisar,11,Doğanhisar Anadolu Lisesi,http://doganhisaranadolulisesi.meb.k12.tr,Lise
Türkiye,Konya,42,Doğanhisar,11,Doğanhisar Başköy Hüseyin Ayverdi Anaokulu,http://baskoyanaokulu.meb.k12.tr,Anaokulu
Türkiye,Konya,42,Doğanhisar,11,Doğanhisar Çok Programlı Lisesi,http://doganhisarcpl.meb.k12.tr,Lise
Türkiye,Konya,42,Doğanhisar,11,Halk Eğitim Merkezi Ve Akşam Sanat Okulu,http://doganhisarhem.meb.k12.tr,Sanat Okulu
Türkiye,Konya,42,Doğanhisar,11,Doğanhisar Anadolu İmam Hatip Lisesi,http://doganhisarihl.meb.k12.tr,Lise
Türkiye,Konya,42,Doğanhisar,11,Koçaş Şehit Hasan Bayazıt İlkokulu,http://kocas.meb.k12.tr,İlkokul
Türkiye,Konya,42,Doğanhisar,11,Konya Şehit Ahmet Baş Spor Lisesi,http://doganhisarsporlisesi.meb.k12.tr,Lise
Türkiye,Konya,42,Doğanhisar,11,Konakkale Ortaokulu,http://konakkaleortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Doğanhisar,11,Doğanhisar Mesleki Ve Teknik Anadolu Lisesi,http://doganhisarmtal.meb.k12.tr,Lise
Türkiye,Konya,42,Doğanhisar,11,Atatürk Ortaokulu,http://doganhisarataturkortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Doğanhisar,11,Uncular İlkokulu,http://uncularilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Doğanhisar,11,Deştiğin Ortaokulu,http://destiginortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Doğanhisar,11,Ayaslar Şehit Jandarma Uzman Onbaşı İbrahim Ay İlkokulu,http://ayaslarilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Doğanhisar,11,Ayaslar Şehit Jandarma Uzman Onbaşı İbrahim Ay Ortaokul,http://ayaslarortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Doğanhisar,11,Güvendik İlkokulu,http://guvendik42.meb.k12.tr,İlkokul
Türkiye,Konya,42,Doğanhisar,11,Başköy Şehit Ufuk Başarı Ortaokulu,http://baskoysubo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Doğanhisar,11,Başköy Şehit Uzman Jandarma Çavuş İzzet Soluk İlkokulu,http://baskoyizzetsoluk.meb.k12.tr,İlkokul
Türkiye,Konya,42,Doğanhisar,11,Doğanhisar İmam Hatip Ortaokulu,http://doganhisariho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Doğanhisar,11,Karaağa  Ortaokulu,http://karaagaortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Doğanhisar,11,Konakkale İlkokulu,http://konakkaleilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Doğanhisar,11,Doğanhisar Şehit Osman Akça Anaokulu,http://aliosmanakcaanaokulu.meb.k12.tr,Anaokulu
Türkiye,Konya,42,Doğanhisar,11,Karaağa İlkokulu,http://karaagailkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Emirgazi Öğretmenevi Ve Akşam Sanat Okulu,http://eretmenevi.meb.k12.tr,Sanat Okulu
Türkiye,Konya,42,Emirgazi,30,Demirci İlkokulu,http://demirciilkokul.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Şehit Serkan Çölkesen Çok Programlı Anadolu Lisesi,http://emirgazisehitserkancolkesencpal.meb.k12.tr,Lise
Türkiye,Konya,42,Emirgazi,30,15 Temmuz Şehitleri İmam Hatip Ortaokulu,http://emirgazi15temmuzsehitleriiho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Emirgazi,30,İkizli İlkokulu,http://ekizli.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Mehmet Akif Ersoy İlkokulu,http://emirgazimakifersoyioo.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Halk Eğitim Merkezi,http://emirgazihem.meb.k12.tr,Meslek Lisesi
Türkiye,Konya,42,Emirgazi,30,Emrulgazi Ortaokulu,http://emrulgaziortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Emirgazi,30,Demirci Ortaokulu,http://demirciortaokul.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Emirgazi,30,Işıklar Atatürk Ortaokulu,http://sklaratatrkoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Emirgazi,30,Işıklar Atatürk İlkokulu,http://sklartatatrkio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Şehit Topel İlkokulu,http://ehittopelilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Şehit Ömer Halisdemir İlkokulu,http://emirgazisehitomerhalisdemirio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Keçikıran İlkokulu,http://738606.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Yamac İlkokulu,http://yamacio.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Şehit Celal Koçak Ortaokulu,http://sehitcelalkocakoo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Emirgazi,30,Şehit Gülşah Güler Anaokulu,http://emirgazisehitgulsahguleranaokulu.meb.k12.tr,Anaokulu
Türkiye,Konya,42,Emirgazi,30,Şehit Celal Koçak İlkokulu,http://sehitcelalkocakilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Emirgazi,30,Demirci Çok Programlı Anadolu Lisesi,http://demirci_cpl.meb.k12.tr,Lise
Türkiye,Konya,42,Emirgazi,30,İkizli Ortaokulu,http://emirgaziikizlioo.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Ereğli,12,Necip Fazıl Kısakürek İmam Hatip Ortaokulu,http://ereglinfkiho.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Ereğli,12,Konya Ereğli Kuzguncuk İlkokulu,http://kuzguncukilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Ereğli,12,Barbaros Ortaokulu,http://barbaroso.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Ereğli,12,İvriz Sosyal Bilimler Lisesi,http://ivrizsbl.meb.k12.tr,Lise
Türkiye,Konya,42,Ereğli,12,Ereğli Anadolu İmam Hatip Lisesi,http://eregliihl.meb.k12.tr,Lise
Türkiye,Konya,42,Ereğli,12,Ereğli Mesleki Ve Teknik Anadolu Lisesi,http://konyaereglieml.meb.k12.tr,Lise
Türkiye,Konya,42,Ereğli,12,Ereğli Lisesi,http://ereglilisesi.meb.k12.tr,Lise
Türkiye,Konya,42,Ereğli,12,Ereğli Fen Lisesi,http://ereglifenlisesi.meb.k12.tr,Lise
Türkiye,Konya,42,Ereğli,12,Ereğli Müfide-aziz  Sayın Halk Eğitim M. Ve Akşam Sanat Okulu,http://konyaereglihem.meb.k12.tr,Sanat Okulu
Türkiye,Konya,42,Ereğli,12,Ereğli Şehit Mustafa Yurter Özel Eğitim Mesleki Eğitim Merkezi Okulu,http://eregliisokulu.meb.k12.tr,Meslek Lisesi
Türkiye,Konya,42,Ereğli,12,Ereğli Lokman Hekim Mesleki Ve Teknik Anadolu Lisesi,http://eregliasml.meb.k12.tr,Lise
Türkiye,Konya,42,Ereğli,12,Konya Ereğli Anadolu Lisesi,http://konyaeal.meb.k12.tr,Lise
Türkiye,Konya,42,Ereğli,12,Konya Ereğli Belediyesi Anaokulu,http://ereglibelediyesianaokulu.meb.k12.tr,Anaokulu
Türkiye,Konya,42,Ereğli,12,Konya Ereğli Dumlupınar Ortaokulu,http://ereglidumlupinar.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Ereğli,12,Konya Ereğli Fatih İlkokulu,http://ereglifatihilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Ereğli,12,Konya Ereğli Gazi İlkokulu,http://eregligaziilkokulu.meb.k12.tr,İlkokul
Türkiye,Konya,42,Ereğli,12,Konya Ereğli Gazi Ortaokulu,http://eregligaziortaokulu.meb.k12.tr,Ortaokul
Türkiye,Konya,42,Ereğli,12,Konya Ereğli Kasım Topak İlkokulu,http://kasimtopak.meb.k12.tr,İlkokul
Türkiye,Konya,42,Ereğli,12,Ereğli Yunus Emre Mesleki Ve Teknik Anadolu Lisesi,http://ereglikizmeslek.meb.k12.tr,Lise
Türkiye,Konya,42,Ereğli,12,Konya Ereğli Kutören Ortaokulu,http://kutoren.meb.k12.tr,Ortaokul
